ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,SPENT,L,VelChange,FireMario,None,vx
SPENT,FireMario,R,VelChange,FireMario,None,vx
Fireball,TUBE_TOP_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_TOP_LEFT,R,VelChange,Fireball,None,vx
TUBE_TOP_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_TOP_LEFT,Fireball,L,VelChange,Fireball,None,vx
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,SPENT,L,VelChange,Fireball,None,vy
SPENT,FireMario,R,VelChange,Fireball,None,vy
FireMario,SPENT,D,VelChange,Fireball,None,vy
SPENT,FireMario,U,VelChange,Fireball,None,vy
Fireball,ROCK,D,VelChange,Fireball,None,vy
ROCK,Fireball,U,VelChange,Fireball,None,vy
Fireball,9,D,VelChange,Fireball,None,vy
9,Fireball,U,VelChange,Fireball,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,SPENT,D,None,None,None,None
SPENT,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,GROUND,D,Delete,Fireball,None,None
FireMario,GROUND,D,VelChange,Fireball,None,vx
GROUND,FireMario,U,Delete,Fireball,None,None
GROUND,FireMario,U,VelChange,Fireball,None,vx
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx
TUBE_SIDE_LEFT,FireMario,L,VelChange,FireMario,None,vx
Fireball,6,D,VelChange,Fireball,None,vy
Fireball,6,D,append,Fireball,None,None
6,Fireball,U,VelChange,Fireball,None,vy
6,Fireball,U,append,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,D,VelChange,Fireball,None,vy
Fireball,TUBE_SIDE_LEFT,D,append,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,U,VelChange,Fireball,None,vy
TUBE_SIDE_LEFT,Fireball,U,append,Fireball,None,None
Fireball,7,R,Delete,Fireball,None,None
Fireball,7,R,VelChange,Fireball,None,vx
7,Fireball,L,Delete,Fireball,None,None
7,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_RIGHT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_RIGHT,R,VelChange,Fireball,None,vx
TUBE_SIDE_RIGHT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_RIGHT,Fireball,L,VelChange,Fireball,None,vx
FireMario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,FireMario,L,None,None,None,None
FireMario,TUBE_TOP_RIGHT,D,VelChange,FireMario,None,vy
TUBE_TOP_RIGHT,FireMario,U,VelChange,FireMario,None,vy
Goomba,RIGHT_UP_GRASS_EDGE,D,VelChange,Goomba,None,vy
Goomba,RIGHT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vy
RIGHT_UP_GRASS_EDGE,Goomba,U,VelChange,Goomba,None,vy
RIGHT_UP_GRASS_EDGE,Goomba,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Goomba,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Goomba,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Goomba,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Goomba,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Goomba,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Goomba,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Goomba,GROUND,D,None,None,None,None
GROUND,Goomba,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
Goomba,RIGHT_UP_GRASS_EDGE,L,append,Fireball,None,None
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,append,Fireball,None,None
Goomba,Fireball,L,VelChange,Goomba,None,vx
Goomba,Fireball,L,append,Fireball,None,None
Fireball,Goomba,R,VelChange,Goomba,None,vx
Fireball,Goomba,R,append,Fireball,None,None
Goomba,Fireball,L,VelChange,Goomba,None,vx
Goomba,Fireball,L,append,Fireball,None,None
Fireball,Goomba,R,VelChange,Goomba,None,vx
Fireball,Goomba,R,append,Fireball,None,None
Goomba,Fireball,L,VelChange,Goomba,None,vx
Goomba,Fireball,L,append,Fireball,None,None
Fireball,Goomba,R,VelChange,Goomba,None,vx
Fireball,Goomba,R,append,Fireball,None,None
Goomba,Fireball,L,VelChange,Goomba,None,vx
Goomba,Fireball,L,append,Fireball,None,None
Fireball,Goomba,R,VelChange,Goomba,None,vx
Fireball,Goomba,R,append,Fireball,None,None
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
Fireball,6,R,VelChange,FireMario,None,vy
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
6,Fireball,L,VelChange,FireMario,None,vy
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vy
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,VelChange,FireMario,None,vy
Goomba,Fireball,L,Delete,Fireball,None,None
Goomba,Fireball,L,VelChange,Fireball,None,vx
Goomba,Fireball,L,VelChange,FireMario,None,vy
Fireball,Goomba,R,Delete,Fireball,None,None
Fireball,Goomba,R,VelChange,Fireball,None,vx
Fireball,Goomba,R,VelChange,FireMario,None,vy
Goomba,Fireball,L,Delete,Fireball,None,None
Goomba,Fireball,L,VelChange,Fireball,None,vx
Goomba,Fireball,L,VelChange,FireMario,None,vy
Fireball,Goomba,R,Delete,Fireball,None,None
Fireball,Goomba,R,VelChange,Fireball,None,vx
Fireball,Goomba,R,VelChange,FireMario,None,vy
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
FireMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,FireMario,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,LEFT_GRASS_EDGE,R,VelChange,Goomba,None,vx
LEFT_GRASS_EDGE,Goomba,L,VelChange,Goomba,None,vx
Goomba,Fireball,D,VelChange,Goomba,None,vx
Fireball,Goomba,U,VelChange,Goomba,None,vx
Goomba,Fireball,L,VelChange,Goomba,None,vx
Fireball,Goomba,R,VelChange,Goomba,None,vx
FireMario,TUBE_TOP_RIGHT,D,append,Fireball,None,None
TUBE_TOP_RIGHT,FireMario,U,append,Fireball,None,None
Goomba,Fireball,D,append,Fireball,None,None
Fireball,Goomba,U,append,Fireball,None,None
Goomba,Fireball,L,append,Fireball,None,None
Fireball,Goomba,R,append,Fireball,None,None
Goomba,Fireball,D,append,Fireball,None,None
Fireball,Goomba,U,append,Fireball,None,None
Goomba,Fireball,D,append,Fireball,None,None
Fireball,Goomba,U,append,Fireball,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Goomba,Fireball,D,VelChange,Fireball,None,vy
Fireball,Goomba,U,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Goomba,Fireball,D,Delete,Goomba,None,None
Goomba,Fireball,D,Delete,Fireball,None,None
Fireball,Goomba,U,Delete,Goomba,None,None
Fireball,Goomba,U,Delete,Fireball,None,None
Goomba,Fireball,L,Delete,Goomba,None,None
Goomba,Fireball,L,Delete,Fireball,None,None
Fireball,Goomba,R,Delete,Goomba,None,None
Fireball,Goomba,R,Delete,Fireball,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,RIGHT_UP_GRASS_EDGE,D,append,Fireball,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,append,Fireball,None,None
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vy
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,Fireball,None,vy
Fireball,8,D,VelChange,Fireball,None,vy
8,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_LEFT,R,Delete,Fireball,None,None
Fireball,TUBE_SIDE_LEFT,R,VelChange,Fireball,None,vx
TUBE_SIDE_LEFT,Fireball,L,Delete,Fireball,None,None
TUBE_SIDE_LEFT,Fireball,L,VelChange,Fireball,None,vx
FireMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,FireMario,U,None,None,None,None
FireMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,BLOCK,D,VelChange,FireMario,None,vy
BLOCK,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,BLOCK,D,VelChange,FireMario,None,vy
BLOCK,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,ROCK,R,Delete,Fireball,None,None
Fireball,ROCK,R,VelChange,Fireball,None,vx
ROCK,Fireball,L,Delete,Fireball,None,None
ROCK,Fireball,L,VelChange,Fireball,None,vx
Fireball,9,R,Delete,Fireball,None,None
Fireball,9,R,VelChange,Fireball,None,vx
9,Fireball,L,Delete,Fireball,None,None
9,Fireball,L,VelChange,Fireball,None,vx
Fireball,ROCK,D,VelChange,Fireball,None,vy
ROCK,Fireball,U,VelChange,Fireball,None,vy
Fireball,9,D,VelChange,Fireball,None,vy
9,Fireball,U,VelChange,Fireball,None,vy
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vy
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vy
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,Fireball,None,vy
Fireball,8,D,VelChange,Fireball,None,vy
8,Fireball,U,VelChange,Fireball,None,vy
Fireball,8,R,Delete,Fireball,None,None
Fireball,8,R,VelChange,Fireball,None,vx
8,Fireball,L,Delete,Fireball,None,None
8,Fireball,L,VelChange,Fireball,None,vx
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
GreenKoopa,GROUND,D,VelChange,GreenKoopa,None,vy
GROUND,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GreenKoopa,TUBE_SIDE_RIGHT,L,VelChange,GreenKoopa,None,vx
TUBE_SIDE_RIGHT,GreenKoopa,R,VelChange,GreenKoopa,None,vx
GreenKoopa,RIGHT_UP_GRASS_EDGE,D,VelChange,GreenKoopa,None,vy
RIGHT_UP_GRASS_EDGE,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GreenKoopa,GROUND,D,None,None,None,None
GROUND,GreenKoopa,U,None,None,None,None
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,FireMario,None,vy
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,Goomba,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,Goomba,None,vx
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx
TUBE_SIDE_LEFT,FireMario,L,VelChange,FireMario,None,vx
Goomba,LEFT_GRASS_EDGE,R,VelChange,Goomba,None,vx
LEFT_GRASS_EDGE,Goomba,L,VelChange,Goomba,None,vx
GreenKoopa,Fireball,L,append,Fireball,None,None
Fireball,GreenKoopa,R,append,Fireball,None,None
GreenKoopa,Fireball,D,append,Fireball,None,None
Fireball,GreenKoopa,U,append,Fireball,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,D,None,None,None,None
Fireball,GreenKoopa,U,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,D,None,None,None,None
Fireball,GreenKoopa,U,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,D,None,None,None,None
Fireball,GreenKoopa,U,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
FireMario,GreenKoopa,D,VelChange,FireMario,None,vy
FireMario,GreenKoopa,D,Delete,GreenKoopa,None,None
GreenKoopa,FireMario,U,VelChange,FireMario,None,vy
GreenKoopa,FireMario,U,Delete,GreenKoopa,None,None
GreenKoopa,Fireball,L,VelChange,FireMario,None,vy
GreenKoopa,Fireball,L,Delete,GreenKoopa,None,None
Fireball,GreenKoopa,R,VelChange,FireMario,None,vy
Fireball,GreenKoopa,R,Delete,GreenKoopa,None,None
GreenKoopa,Fireball,L,append,Fireball,None,None
Fireball,GreenKoopa,R,append,Fireball,None,None
GreenKoopa,Fireball,L,append,Fireball,None,None
Fireball,GreenKoopa,R,append,Fireball,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
GreenKoopa,Fireball,L,VelChange,Fireball,None,vy
Fireball,GreenKoopa,R,VelChange,Fireball,None,vy
GreenKoopa,Fireball,L,VelChange,Fireball,None,vy
Fireball,GreenKoopa,R,VelChange,Fireball,None,vy
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
Fireball,7,L,Delete,Fireball,None,None
Fireball,7,L,VelChange,Fireball,None,vx
7,Fireball,R,Delete,Fireball,None,None
7,Fireball,R,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_RIGHT,L,Delete,Fireball,None,None
Fireball,TUBE_SIDE_RIGHT,L,VelChange,Fireball,None,vx
TUBE_SIDE_RIGHT,Fireball,R,Delete,Fireball,None,None
TUBE_SIDE_RIGHT,Fireball,R,VelChange,Fireball,None,vx
GreenKoopa,Fireball,L,Delete,Fireball,None,None
GreenKoopa,Fireball,L,VelChange,Fireball,None,vx
Fireball,GreenKoopa,R,Delete,Fireball,None,None
Fireball,GreenKoopa,R,VelChange,Fireball,None,vx
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,FireMario,None,vx
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,FireMario,None,vx
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,FireMario,None,vx
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,FireMario,None,vx
GreenKoopa,Fireball,L,VelChange,Fireball,None,vy
GreenKoopa,Fireball,L,VelChange,FireMario,None,vx
Fireball,GreenKoopa,R,VelChange,Fireball,None,vy
Fireball,GreenKoopa,R,VelChange,FireMario,None,vx
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
Fireball,7,L,Delete,Fireball,None,None
Fireball,7,L,VelChange,Fireball,None,vx
7,Fireball,R,Delete,Fireball,None,None
7,Fireball,R,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_RIGHT,L,Delete,Fireball,None,None
Fireball,TUBE_SIDE_RIGHT,L,VelChange,Fireball,None,vx
TUBE_SIDE_RIGHT,Fireball,R,Delete,Fireball,None,None
TUBE_SIDE_RIGHT,Fireball,R,VelChange,Fireball,None,vx
FireMario,Shell,D,VelChange,FireMario,None,vy
Shell,FireMario,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,append,Fireball,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,append,Fireball,None,None
GROUND,FireMario,U,VelChange,FireMario,None,vy
GreenKoopa,Fireball,L,append,Fireball,None,None
GreenKoopa,Fireball,L,VelChange,FireMario,None,vy
Fireball,GreenKoopa,R,append,Fireball,None,None
Fireball,GreenKoopa,R,VelChange,FireMario,None,vy
GreenKoopa,Fireball,L,Change,FireMario,BigMario,None
Fireball,GreenKoopa,R,Change,FireMario,BigMario,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Shell,None,vx
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Shell,None,vx
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Shell,None,vx
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Shell,None,vx
GreenKoopa,Fireball,L,VelChange,Fireball,None,vy
GreenKoopa,Fireball,L,VelChange,Shell,None,vx
Fireball,GreenKoopa,R,VelChange,Fireball,None,vy
Fireball,GreenKoopa,R,VelChange,Shell,None,vx
GreenKoopa,Fireball,L,None,None,None,None
Fireball,GreenKoopa,R,None,None,None,None
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
GreenKoopa,Fireball,L,VelChange,BigMario,None,vx
Fireball,GreenKoopa,R,VelChange,BigMario,None,vx
Fireball,7,L,Delete,Fireball,None,None
Fireball,7,L,VelChange,Fireball,None,vx
7,Fireball,R,Delete,Fireball,None,None
7,Fireball,R,VelChange,Fireball,None,vx
Fireball,TUBE_SIDE_RIGHT,L,Delete,Fireball,None,None
Fireball,TUBE_SIDE_RIGHT,L,VelChange,Fireball,None,vx
TUBE_SIDE_RIGHT,Fireball,R,Delete,Fireball,None,None
TUBE_SIDE_RIGHT,Fireball,R,VelChange,Fireball,None,vx
GreenKoopa,TUBE_SIDE_RIGHT,L,VelChange,GreenKoopa,None,vx
TUBE_SIDE_RIGHT,GreenKoopa,R,VelChange,GreenKoopa,None,vx
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,GreenKoopa,D,VelChange,BigMario,None,vy
BigMario,GreenKoopa,D,Delete,GreenKoopa,None,None
GreenKoopa,BigMario,U,VelChange,BigMario,None,vy
GreenKoopa,BigMario,U,Delete,GreenKoopa,None,None
BigMario,Shell,D,VelChange,Shell,None,vx
BigMario,Shell,D,VelChange,BigMario,None,vy
Shell,BigMario,U,VelChange,Shell,None,vx
Shell,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,Shell,D,VelChange,BigMario,None,vy
